address,toursEntered,eplTours,wcTours,bestRank,podiums,topTen,prizesWon,prizeMOVE,prizeUSDCx,unclaimedMOVE,unclaimedUSDCx,bracketPrediction
0xf870f640c7ac02914168ff8541972445baee71d504e0d34cb30e8fef147a43ab,1,1,0,85,0,0,0,0,0,0,0,
0xc352f17eaf6557b48d34643b349ebd50efa426bbf4a5789f744abaece7e443b7,1,1,0,86,0,0,0,0,0,0,0,
0x2fc78c0b1253d7a8c77127be42a4694fca08cea7f93bc2782d762bbb3cc4b4f7,1,1,0,87,0,0,0,0,0,0,0,
0x3b04fdf9ba3668738c9a38d1a8bf0401d59eff1734b46a92af6e5e99ae6817ce,1,1,0,87,0,0,0,0,0,0,0,
0x6eaa36ab8e958b354c2c76b4c7d5131dc2d22557e8bfcf6039099e70129c610f,1,1,0,87,0,0,0,0,0,0,0,
0xa1062584e407ace8be393f0007bbdbab22eef356c95b68a1b6240c6f7a1c4d95,1,1,0,88,0,0,0,0,0,0,0,
0xe6c10d9a3e20b579e5a8b232dced37ec5a744892e88ef282313abc28c5fff542,1,1,0,90,0,0,0,0,0,0,0,
0xa51c41f643f07097e9b043d55cb51332e02f285f415d7c0a84bc4c2745309039,1,1,0,90,0,0,0,0,0,0,0,
0xbe0460070a445edd00d1015f4f7228e90dfb89d98913faec428bbb410376e86b,1,1,0,91,0,0,0,0,0,0,0,
0x9ea4b906041849632d0789e0f651fa1283ff64dce34e73d23d7b65fa40c3816c,1,1,0,93,0,0,0,0,0,0,0,
0x5698b53bb9737e66212b501fe2bfa74e31ad8de8ae40f2fb1cca2553cb4f24d2,1,1,0,95,0,0,0,0,0,0,0,
0x6bbcc4c875639a683355d764fe1ac97ed029182be98bc4115c310c8f0941f6e6,1,1,0,95,0,0,0,0,0,0,0,
0xe9b0bac2c9f31c1ec46484e472e8530d9a36f66fea149047182173834318aa95,1,1,0,95,0,0,0,0,0,0,0,
0xd9d0f4977916aa424352388442db1a6fd39cf55d4dd64016ea84071f59742960,1,1,0,95,0,0,0,0,0,0,0,
0xda6f057f475f8bcb657cddc354da4de48fd9a9bdf0bdaf6094f90a0efe6b269f,1,1,0,97,0,0,0,0,0,0,0,
0xbb86be071ee40961979f6fbaa827e6bd533759eb4a22ab155e9efcaefcf7e72b,1,1,0,99,0,0,0,0,0,0,0,
0x87cbab2bfb25f5b1312d0aab4822912d0e75deb8cc614649641a011a4e3fc188,1,1,0,99,0,0,0,0,0,0,0,
0x2ad16bbbe3dafc0811feb8a1b46591b85c6af14ba0619661a9b72fa529b4bf9,1,1,0,99,0,0,0,0,0,0,0,
0x6fde53f1b048b69bf25eaca406b96d624a9d22cf65f9bfc5fa6473289405329e,1,1,0,99,0,0,0,0,0,0,0,
0x9809188a818558c59d74634f8dd302e5e3bc73b34ef2b00e66be45faef95559a,1,1,0,100,0,0,0,0,0,0,0,
0x202855414031b3a09e64eb0cbda51270cbdda6def324907362f532a768bd1635,1,1,0,100,0,0,0,0,0,0,0,
0xf26ce00e1392b3715a005338fe8858a0e4242514053fd9f9b6da30633776bdd4,1,1,0,102,0,0,0,0,0,0,0,
0x458c65d114c14dc2b9f11ff2232f92b2f38378c7ef9dd161a65dbd55738477d8,1,1,0,102,0,0,0,0,0,0,0,
0xd54e64b1c47e85edd35791d102814d576be68350d44e58df3d47955588600cc9,1,1,0,103,0,0,0,0,0,0,0,
0x611ed9b206d2228861a135e61981028d368de88ddc2c0a91bae348c7cdbb75d,1,1,0,103,0,0,0,0,0,0,0,
0xd1c19644d46e18fec436b69a8afb00f423f38256f6f4f7c6395da73385526a45,1,1,0,104,0,0,0,0,0,0,0,
0x3a1d5d9ac5d70c150d0ed45c7e09bcfa84227b1f2fa44e3055c783c48c6efcc2,1,1,0,104,0,0,0,0,0,0,0,
0x36033d8bfd6e6741610142d9d2785a14c6bf77497c84c0e5805e707aec54d432,1,1,0,105,0,0,0,0,0,0,0,
0x996960c06788d4c3892916253e298c32c69e086503b53c9e9af0c4d11207fac1,1,1,0,105,0,0,0,0,0,0,0,
0x951a0c61db0e56dcd709b8b30d3e0f2dd7128bf3b851b5c8a8f266adb7fe8210,1,1,0,107,0,0,0,0,0,0,0,
0xe174a9a16e6120ce51f19088483c77c789511002d77f98d2e9938b91ad772b13,1,1,0,108,0,0,0,0,0,0,0,
0x19af06f80670f5e73639c17e0357f5cb021fa8a3e4a68d3873fec68c24beee6f,1,1,0,108,0,0,0,0,0,0,0,
0x66f78f19869a1b346c3cc47b753c186cd5ba1126f693bc3634cab198b3e90aff,1,1,0,108,0,0,0,0,0,0,0,
0xef7696b73a893f90b3ac329b8d7ace170b77b5659ddfbd16e579ef3f156cb356,1,1,0,108,0,0,0,0,0,0,0,
0x320f0eda7533f5694947cbe95716d45938202b6af8b3764a0df2618f52df5323,1,1,0,109,0,0,0,0,0,0,0,
0x629a75fc9ffb04f5f37aef11f22db2c488e9ae2c1993011759813d771253eb64,1,1,0,111,0,0,0,0,0,0,0,
0x49286b4778003f071c53150b73526b326ad954c5ddef75ca4400d62990b9255a,1,1,0,111,0,0,0,0,0,0,0,
0x5dbb8c012b3b694fad949c2ddb57cbc71a5a238405a64d8f4b31c43e9a71675d,1,1,0,112,0,0,0,0,0,0,0,
0xce6edde834df14a1bf95ae313ffd9bf8edfc9252f5aa41e43a9656cd4a71e88c,1,1,0,112,0,0,0,0,0,0,0,
0x341cfd09ef06a31cd672a81d95a78ac66f953ac8bcb2ae3d9517f6759aef0013,1,1,0,112,0,0,0,0,0,0,0,
0xcdbebd6a4f1676bd80bb78c0d3363194b27ae18ffc260ed7ff484785aa573d85,1,1,0,112,0,0,0,0,0,0,0,
0xb0cff34ee038f247333c69de990ce80d075d8b6e9828d34cf0c6f98f79cfce10,1,1,0,113,0,0,0,0,0,0,0,
0x5f281bbb39c94a9940423ef7e273dc9fe3b6a5e1a3f4b7b52c2e168023e6ea6d,1,1,0,113,0,0,0,0,0,0,0,
0x67640aeda12e92fa8909784779794718ada183ef156ba14d4c9b123195e4e875,1,1,0,113,0,0,0,0,0,0,0,
0xb738c2c94071fedfc56f0818c72cc3039b4d54ad6533a13169220833c3d1ad4,1,1,0,113,0,0,0,0,0,0,0,
0x29b7885291d0ef175499151c03cf1d3f53e1a6914ac33fee7c7eee5e5d42afca,1,1,0,113,0,0,0,0,0,0,0,
0x6f01fe3843ffc295c322abdbde06f0ed55c337d676ff3f7989576173d8f1d34d,1,1,0,115,0,0,0,0,0,0,0,
0xbbffc27a6ed837439ebfde8efc1aed308d919a2f795b70cf5bbf8c2320db23ee,1,1,0,115,0,0,0,0,0,0,0,
0xe7e80f8ddda5523beae86207779847feec37056bd45ae8c9ec59cf81cae97df3,1,1,0,118,0,0,0,0,0,0,0,
0x90c2799ac13c3f6c14dc2564e1c3053fcfd44cc2943a55084ffc66f3e94f2f5f,1,1,0,120,0,0,0,0,0,0,0,
0x88c83f53954ecb1d8ab3a8b3a9b7ad2daa686ab745e7c4eaa0f58a8e1579b3c1,1,1,0,122,0,0,0,0,0,0,0,
0x4b80e1610b143f65e37b07bd99206182e7bbdd551427394cb574b9fc0575be84,1,1,0,122,0,0,0,0,0,0,0,
0x263defd0548338b77448471d2cf03ade247840a955feb136c54d9006b10a25d,1,1,0,122,0,0,0,0,0,0,0,
0x1732bf08553fd300074c8a0df78c5aaa0b6fbb5240198c1026b3bbfce1954d62,1,1,0,122,0,0,0,0,0,0,0,
0xece219c5664ff434a2ce8c1089b2e480c5d18abc99d4562d629202a4138f2410,1,1,0,122,0,0,0,0,0,0,0,
0xa17f79709cb5ebc325670c81af8b105483bc084c0b417250d0b19c5718459f5e,1,1,0,125,0,0,0,0,0,0,0,
0x327c2b75d8c206bda38b17fa6528f1ccdcb82af792f7497959ac05a6e8605047,1,1,0,126,0,0,0,0,0,0,0,
0x7b07a3aa75aa2b152b3942157ec9f1b6e64eeadc29c47640a0ca87444313ae85,1,1,0,126,0,0,0,0,0,0,0,
0xc01da230a89593cb7960c14a8b9f3f24a4540405cae7cf3889d7ebc76ca82b09,1,1,0,127,0,0,0,0,0,0,0,
0x2bb8d67e25783d715c1dd4c042746eb0f2d9bfc9aa99c6ab95a78b9e3c2b8160,1,1,0,127,0,0,0,0,0,0,0,
0x29b91c5e91b5a8fb555eb14d0abf7b86e87d6b5e32b4e32f2998f5e72ab8755b,1,1,0,127,0,0,0,0,0,0,0,
0x137ce4e4bfe5d58b84173f49efbed4db497ad716e031d5337db3c75c83c55037,1,1,0,128,0,0,0,0,0,0,0,
0xe0615eb4620c7271984f417e467074e419d78912b74c47b731ebe3e2ae647214,1,1,0,131,0,0,0,0,0,0,0,
0x13305cf41fa82486a1473adf82fe476a30cf38686d4bc2415a9a6e7c30dae7c4,1,1,0,131,0,0,0,0,0,0,0,
0xcac43570478472b5aa0a7623a2f108ffce1d2b69910676b332636b40df53d152,1,1,0,135,0,0,0,0,0,0,0,
0x71f36d22482fdf50c6c5d67f9f11b0d4ce745c7c02651fb61f69ba20bdc67fe3,1,1,0,136,0,0,0,0,0,0,0,
0xec2517497878991ff2c5d4cda24a17a6b884dff08773d5963fc8bb19af4dfe2c,1,1,0,137,0,0,0,0,0,0,0,
